"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0044270","GO:0044270","cellular nitrogen compound catabolic process","197/5588","447/16990",3.87999597273528e-07,3.24081768880573e-05,2.67408032691562e-05,"AASDHPPT/ABCC2/ACADL/ACOT7/ADA/AFMID/AHCY/AIFM1/AKT1/ALDH1L1/ALDH1L2/ALKBH5/ANGEL2/APEX1/APOBEC3F/APOBEC3G/BAX/BLVRB/BTG2/TRIR/CARHSP1/CASC3/CDADC1/CECR2/CELF1/CIRBP/CNOT10/CNOT7/CNP/CPEB3/CSDE1/CYP3A5/DCP2/DCTPP1/DDX49/DDX5/DFFB/DHX34/DHX9/DICER1/DIS3L/DKC1/DNA2/DNASE1L1/DPYD/E2F1/EDC3/EDC4/EIF4A3/ELAVL1/ENPP4/ENTPD4/ENTPD6/ENTPD7/ERN1/EXOSC10/EXOSC3/EXOSC5/EXOSC6/EXOSC9/FASTK/FASTKD5/FBH1/FEN1/FHIT/FMR1/FTO/FUS/FXR2/GAS5/GDNF/GRSF1/GSK3A/GTPBP1/HINT1/HMOX1/HMOX2/HNRNPA0/HNRNPD/HNRNPM/HNRNPU/HPRT1/RIDA/HSF1/HSPA1A/HSPA1B/IGF2BP1/IGF2BP2/KCNQ1OT1/KHSRP/LARP1/LARP4B/LSM2/LSM4/LSM5/LSM6/LSM7/MAPKAPK2/METTL3/MGAT1/MLH1/MOV10/MRTO4/MUS81/NCBP1/NSUN2/NT5C2/NT5E/NTHL1/NUDT1/NUDT10/NUDT11/NUDT16/NUDT19/NUDT5/OGG1/PABPC1/PABPC4/PAIP1/TENT2/PARN/PATL1/PDE12/PDE4D/PDE5A/PDE8B/PDE9A/PDXP/PHAX/PNP/POLR2D/POLR2G/POP1/PPP1R8/PRKCA/PRR5L/QPRT/RBM10/RBM24/RBM38/RC3H1/RC3H2/REXO4/RNASEH2A/RNASEH2B/RNASEH2C/RNH1/RNPS1/ROCK1/CNOT9/SAMD4A/SAMD4B/SAMHD1/SECISBP2/SIDT2/SLIRP/SMG5/SMG6/SMG7/SMG8/SMG9/SMPDL3A/SUCLG2/SUPV3L1/SYNCRIP/TBRG4/TDG/TET1/TET2/TIRAP/TNKS1BP1/TNRC6B/TOB1/TRAF2/TRAF5/TTC5/UPF1/UPP1/VCP/VIM/WDR82/PYM1/XRN1/XRN2/YBX1/YTHDF2/YTHDF3/ZC3H12A/ZC3H14/ZC3H18/ZC3H4/ZC3HAV1/TUT7/ZFP36/ZFP36L1/ZHX2/ZPR1",197
"GO:0006605","GO:0006605","protein targeting","140/5588","300/16990",3.98678827046488e-07,3.2867703819365e-05,2.71199705178855e-05,"ABLIM3/AGK/AIFM1/AKT2/AP3B1/AP3D1/AP3M1/AP4E1/AP4S1/ARIH2/ARL6IP1/GET3/ATG13/ATG14/ATP5IF1/BAG3/BAG6/BAP1/BCAP31/BID/BNIP3L/CDC37/CDK5/CDK5R1/CHM/CHMP4A/CHMP4B/CLU/DNLZ/EDEM1/ERBB2/ERBIN/FBXO7/FBXW7/FIS1/FZD5/GCC2/GDAP1/GDI1/GET4/GOLGA7B/GRPEL1/GSK3A/HERPUD1/HGS/HRAS/HSP90AA1/HSPA1L/HSPA4/HSPA5/HSPA8/HUWE1/ICMT/INPP5K/ITGB1BP1/KATNB1/LAMP2/LEPROT/LMAN1/LTBP2/MAN1A1/MFF/MFN2/MICALL1/MTX1/MYO1C/NACA/NAGPA/NUP54/PEX10/PEX13/PEX19/PEX2/PEX26/PEX5/PEX6/PEX7/PITRM1/PMPCA/RAB7A/RAB8B/RASSF9/RHOU/RNF215/RNF31/SAE1/SAMM50/SCARB2/SDCBP/SEC61A1/SEC61A2/SEC63/SGTA/SNX16/SORL1/SORT1/SPCS1/SREBF1/SRP14/SRP68/SRPRB/SSR1/SYNGR1/TIMM10/TIMM13/TIMM50/TIMM8A/TIMM9/TOMM20/TOMM22/TOMM34/TOMM40/TOMM40L/TOMM6/TRAK2/TRAM1L1/TSPO/UBE2J2/UBE2L3/UBL4A/UBL5/VPS13D/VPS37B/VPS37C/VPS41/VPS4A/YWHAB/YWHAE/YWHAG/YWHAQ/ZDHHC12/ZDHHC18/ZDHHC21/ZDHHC23/ZDHHC3/ZDHHC4/ZDHHC6/ZDHHC7/ZDHHC9/ZFAND2B",140
"GO:2000779","GO:2000779","regulation of double-strand break repair","70/5588","129/16990",4.24877984357453e-07,3.4578531342322e-05,2.85316174111024e-05,"ACTB/ACTL6A/ACTR2/ARID1B/ARID2/ATR/ATRIP/BCL7A/BCL7B/BCL7C/BRD7/SHLD1/CYREN/RADX/DMAP1/DPF1/DPF2/EPC2/SLF2/SHLD2/FANCB/FBH1/FOXM1/FUS/HDGFL2/HELB/HSF1/KAT5/KLHL15/MAD2L2/MAGEF1/MEAF6/MORF4L2/NUDT16L1/OGG1/OTUB1/PARP1/PARP3/PBRM1/PIAS4/POT1/PPP4R2/RAD51AP1/RBBP8/RECQL5/RMI2/RNF169/RPA2/RUVBL1/RUVBL2/SETD2/SIRT6/SIRT7/SMARCA4/SMARCB1/SMARCC1/SMARCD1/SMARCE1/SPIRE2/KMT5C/TERF2IP/TFIP11/TIMELESS/TP53BP1/TRRAP/TWIST1/UBE2N/UBQLN4/WDR48/NSD2",70
"GO:0006413","GO:0006413","translational initiation","65/5588","118/16990",5.29594089587029e-07,4.25552314012463e-05,3.51133936013998e-05,"ABCE1/ALKBH1/BZW1/BZW2/CDC123/COPS5/CSDE1/DDX1/DENR/DHX33/EIF1/EIF1AX/EIF1B/EIF2A/EIF2AK1/EIF2AK2/EIF2AK3/EIF2AK4/EIF2B1/EIF2B2/EIF2B4/EIF2B5/EIF2S2/EIF3A/EIF3B/EIF3G/EIF3H/EIF3I/EIF3J/EIF4A2/EIF4B/EIF4EBP2/EIF4G1/EIF4G2/EIF4G3/EIF4H/EIF5/EIF5B/EIF6/FMR1/GLE1/HSPB1/IMPACT/KHDRBS1/LARP1/METTL3/MIF4GD/MTOR/NCBP1/NCK1/PAIP1/PAIP2/PAIP2B/POLR2D/POLR2G/PPP1CA/PPP1R15A/PPP1R15B/RBM4/RPS3A/RPS6KB1/SLBP/TMED2/YTHDF2/YTHDF3",65
"GO:0034976","GO:0034976","response to endoplasmic reticulum stress","122/5588","256/16990",5.61265383544625e-07,4.4536408184266e-05,3.67481124805007e-05,"ABL1/AIFM1/ALOX5/ATF3/ATF6/ATG10/ATP2A2/ATXN3/BAG6/BAK1/BAX/BCAP31/BCL2L1/BCL2L11/BRSK2/CAV1/CCND1/CDK5RAP3/CEBPB/CHAC1/CLGN/CLU/COPS5/CREB3/CREB3L1/CREB3L2/CREBZF/CTH/DAB2IP/DDIT3/DERL1/DNAJB12/DNAJB14/DNAJB9/EDEM1/EDEM3/EIF2AK2/EIF2AK3/EIF2AK4/EIF2B5/EIF4G1/ERLIN2/ERN1/ERP44/FAF2/NIBAN1/FAM8A1/FBXO44/FGF21/FOXRED2/GET4/GRINA/HERPUD1/HERPUD2/HM13/HSP90B1/HSPA1A/HSPA5/CXCL8/ITPR1/JUN/ECPAS/LPCAT3/MAN1A1/MANF/MBTPS2/NCK1/NPLOC4/NUPR1/OPA1/PARK7/PDIA2/PDIA4/PDX1/PIK3R1/PMAIP1/PPP1R15A/PPP1R15B/PTPN1/PTPN2/QRICH1/RASGRF2/RHBDD1/RNF185/RNFT2/SCAMP5/SEC16A/SERINC3/SERP1/SESN2/SGTA/SRPX/SVIP/TBL2/TMBIM6/TMCO1/TMED2/TMEM33/TMUB1/TMX1/TNFRSF10B/TRAF2/TRIB3/TRIM13/TRIM25/TXNDC12/UBE2G2/UBE2J2/UBE4A/UBE4B/UFC1/UFD1/UFL1/UGGT2/USP13/USP14/USP19/USP25/VAPB/VCP/XBP1/YOD1",122
"GO:1903313","GO:1903313","positive regulation of mRNA metabolic process","70/5588","130/16990",6.26162534872287e-07,4.90725897699911e-05,4.04910301952501e-05,"BTG2/CELF1/CELF3/CELF4/CIRBP/CLNS1A/CNOT10/CNOT7/CPEB1/CPEB3/CSDE1/DAZAP1/DCP2/DHX9/EXOSC3/EXOSC5/EXOSC9/FTO/GTPBP1/HNRNPD/HNRNPU/RIDA/HSF1/HSPA8/IGF2BP1/KHSRP/METTL3/MLH1/MOV10/NCBP1/NCL/NUP98/PABPC1/PAF1/PAIP1/PARN/PATL1/PDE12/POLR2D/POLR2G/PRDX6/PRMT5/PRPF19/PRR5L/RBM24/RBM3/RBMX/RC3H1/RC3H2/ROCK1/CNOT9/SAMD4A/SAMD4B/SF3B4/SNRNP70/SYNCRIP/TNKS1BP1/TNRC6B/TOB1/TTC5/UPF1/WDR77/YBX1/YTHDF2/YTHDF3/ZC3H12A/ZC3HAV1/TUT7/ZFP36/ZFP36L1",70
"GO:0016311","GO:0016311","dephosphorylation","155/5588","341/16990",7.32349955034335e-07,5.66946038360727e-05,4.67801460365963e-05,"ACP1/ACP2/ANKLE2/ARPP19/BMP2/BOD1/BTRC/CALM1/CALM2/CALM3/CDC14A/CDC25A/CDC25B/CDCA2/CDK5RAP3/CHP2/CRY2/CSNK2B/CTDNEP1/CTDP1/CTDSP1/CTDSP2/DLC1/DUSP10/DUSP28/DUSP3/DUSP5/DUSP7/ENSA/EPHX2/EYA1/FBXW11/FKBP1A/FKBP1B/GBA1/GNA12/GNAI2/HSP90AB1/HSP90B1/HTT/IMPA1/IMPA2/BPNT2/INPP4B/INPP5A/INPP5B/INPP5E/INPP5J/INPP5K/IQGAP1/ITGA1/LHPP/LPIN1/PLPPR3/MAGI2/MASTL/MEF2C/MTMR1/MTMR11/MTMR12/MTMR2/MTMR4/MTMR6/MTOR/NANP/NCK1/NPNT/OCRL/PDP1/PDP2/PDXP/PGAM5/PGP/PHLPP2/PHPT1/PLPP1/PLPP2/PLPP5/PLPP6/PPARGC1B/PPIA/PPM1A/PPM1B/PPM1D/PPM1F/PPM1H/PPM1J/PPM1M/PPP1CA/PPP1R11/PPP1R15A/PPP1R15B/PPP1R16B/PPP1R8/PPP1R9B/PPP2CA/PPP2R1A/PPP2R3A/PPP2R3C/PTPA/PPP2R5D/PPP3CB/PPP3R1/PPP4R1/PPP4R2/PPP4R4/PPP5C/PPP6C/PPP6R1/PPP6R2/PPP6R3/PTBP1/PTP4A1/PTP4A3/PTPDC1/PTPN1/PTPN11/PTPN12/PTPN18/PTPN2/PTPN4/PTPN5/PTPN6/PTPN9/PTPRD/PTPRE/PTPRF/PTPRJ/PTPRK/PTPRM/PTPRS/PTPRU/ROCK1/RPAP2/RPRD1B/SACM1L/SBF1/SLC39A10/SMG5/SMG6/SMG7/SPPL3/SSH3/SSU72/STYXL1/SYMPK/TGFB1/THTPA/TIMM50/TIPRL/PIP4P1/UBASH3B/URI1/YWHAB/YWHAE",155
"GO:0031667","GO:0031667","response to nutrient levels","201/5588","461/16990",7.46989421142355e-07,5.71311909085743e-05,4.71403850298587e-05,"ACE/ACVR1C/ADRB2/ADSL/AHCY/AIFM1/AKT1/ALDH1A2/ARSB/ASCL1/ASNS/ASS1/ATF3/ATG14/ATG7/ATN1/BAX/BBS2/BBS4/BCAS3/BCHE/BMP7/BNIP2/BRIP1/BRSK1/BRSK2/KICS2/CAT/CBS/CCND1/CD68/CDKN1A/CDKN2B/CLEC16A/CPEB4/CPS1/CYBA/CYBB/CYP27B1/DDIT3/DEPDC5/DSC2/EHMT2/EIF2A/EIF2AK1/EIF2AK2/EIF2AK3/EIF2AK4/EIF4G1/ENSA/FADS1/FAS/FGF21/FGF23/FKBP1B/FOS/FOXK1/FOXK2/GABARAPL1/GAS2L1/GAS6/GATA4/GBA1/GCLC/GDAP1/GDF15/GHR/GIPR/GLUL/GNAI2/GPX1/HLCS/HMOX1/HNRNPL/HSF1/HSPA5/HSPA8/IFI16/IGF1R/IGFBP2/IMPACT/INHBB/ITFG2/KANK2/KAT2A/KAT5/KDM4A/ELAPOR1/KLF10/KPTN/LAMP2/LARP1/LDLR/LIPG/MAP1B/MAPK1/MAPK3/MAPKAP1/MAX/MBD2/MBD3/MED1/MLST8/MTHFR/MTOR/MYBBP1A/NCOA1/NDOR1/NENF/NMUR2/NOD2/NPRL3/NQO1/NUCB2/OGG1/OGT/OXCT1/PCK1/PCK2/PDK2/PDK4/PDX1/PICK1/PIK3C2B/PIM1/PLEC/PLIN3/PMAIP1/PPARA/PPARD/PPARG/PPARGC1A/PPM1D/PRKAA2/PRKAB2/PROX1/PRR5/RALB/RASAL2/RICTOR/RNF152/RNF167/RPS6KB1/RPTOR/RRAGA/RRAGC/RRAGD/RUNX2/RXRA/SEH1L/SESN2/SESN3/SFRP1/SHANK2/SIRT2/SIRT5/SLC16A1/SLC25A25/SLC27A4/SLC2A1/SLC38A2/SLC38A3/SLC7A5/SLC8A1/SNAI2/SOD1/SORD/SORL1/SP1/SREBF1/SSTR2/STC1/SUV39H1/TBC1D5/TBL1XR1/TBL2/TFRC/TGFBR2/TMEM135/TPCN2/TRIM25/TRPV1/TRPV4/TSPO/TTC5/TXN2/TYMS/UCP2/ULK1/UPP1/USF2/USP33/VPS41/WIPI1/WIPI2/WNT11/XBP1/ZC3H12A/ZEB1/ZFP36/ZFYVE1",201
"GO:0030490","GO:0030490","maturation of SSU-rRNA","34/5588","51/16990",7.99540468319255e-07,6.04224153915551e-05,4.98560572726392e-05,"ABT1/BMS1/BYSL/DHX37/UTP25/ERCC2/SLX9/FCF1/HEATR1/HELB/IMP3/IMP4/KRI1/LSM6/MPHOSPH10/MRPS11/NAT10/NGDN/SNU13/NOL10/NOL11/NOP14/PWP2/RIOK3/RPP40/RRP36/RRS1/SRFBP1/TSR1/TSR2/UTP20/UTP3/WDR43/WDR46",34
"GO:0007005","GO:0007005","mitochondrion organization","212/5588","491/16990",8.83121971705634e-07,6.59536267810278e-05,5.44199991480772e-05,"ABLIM3/ACAD9/SDHAF3/ADCK1/AGK/AIFM1/AIFM2/AKT1/AP3B1/ARFIP2/ARIH2/ARMCX3/ATAD3A/ATAD3B/ATG12/ATG13/ATG14/ATG4D/ATG7/ATP5F1D/DMAC2/ATPAF1/ATP5IF1/BAD/BAG3/BAK1/BAP1/BAX/BCAP31/BCL2L1/BCL2L11/BCL2L2/BCS1L/BID/BIK/BNIP3L/UQCC3/TIGAR/NDUFAF8/RIMOC1/SDHAF4/CALM3/CAV2/CDC37/CDK5/CLU/CNP/CNTNAP1/COA5/COX14/COX17/CTTN/DNA2/DNAJA3/DNAJC11/DNLZ/ECSIT/EDNRA/EPAS1/CYRIB/MIGA1/MIGA2/FBXO7/FBXW7/FEZ1/FIS1/FUNDC2/FXN/FZD5/GABARAPL1/GBA1/GCLC/GDAP1/GGNBP1/GHITM/GOLPH3/GPX1/GRPEL1/GSK3A/HEBP2/HIF1A/HIGD1A/HIGD2B/HMGCL/HSD17B10/HSP90AA1/HSPA1A/HSPA1L/HSPA4/HTT/HUWE1/IFI6/IFIT2/JTB/KAT2A/LEPROT/LETM1/LMAN1/LRBA/LYRM7/MAPT/MARK2/MFF/MFN2/MLLT11/MTCH2/MTFP1/MTFR1/MTX1/MTX3/MYH14/NDUFA1/NDUFA11/NDUFA12/NDUFA5/NDUFA8/NDUFAB1/NDUFAF2/NDUFAF4/NDUFB10/NDUFB11/NDUFB2/NDUFB5/NDUFB8/NDUFB9/NDUFC2/NDUFS2/NDUFS3/NDUFS5/NDUFS7/NDUFS8/NMT1/NPTX1/OGT/OPA1/OPTN/PARK7/PARP1/PEX5/PGAM5/PHB1/PIF1/PISD/PITRM1/PLEC/PMAIP1/PMPCA/POLDIP2/PPARG/PPARGC1A/PPIF/PRDX3/PRELID1/PSMD10/NECTIN2/PYROXD2/RAB32/RALBP1/RHOU/RNF31/RNF41/RRM1/SAE1/SAMM50/SELENON/SESN2/SFN/SIRT5/SIRT7/SLC25A36/SLC25A46/SLIRP/SREBF1/SUPV3L1/TACO1/TFAM/TFRC/THEM4/THG1L/TIMM10/TIMM13/TIMM50/TIMM8A/TIMM9/TMEM126A/TMEM135/TMEM14A/TNFSF10/TOMM20/TOMM22/TOMM34/TOMM40/TOMM40L/TOMM6/TRAK2/TRIAP1/TSC2/TSPO/TTC19/UBE2J2/UBE2L3/UBL5/ULK1/VAT1/VDAC1/VPS13D/VPS35/WDR81/WIPI1/WIPI2/ZDHHC6/ZNF205",212
"GO:0019439","GO:0019439","aromatic compound catabolic process","201/5588","462/16990",8.96772457523733e-07,6.619432046931e-05,5.46186015745177e-05,"AASDHPPT/ABCC2/ACOT7/ADA/AFMID/AHCY/AIFM1/AKT1/ALDH1L1/ALDH1L2/ALKBH5/ANGEL2/APEX1/APOBEC3F/APOBEC3G/BAX/BLVRB/BTG2/TRIR/CARHSP1/CASC3/KYAT1/KYAT3/CDADC1/CECR2/CELF1/CIRBP/CNOT10/CNOT7/CNP/CPEB3/CSDE1/DCP2/DCTPP1/DDX49/DDX5/DFFB/DHX34/DHX9/DICER1/DIO2/DIS3L/DKC1/DNA2/DNASE1L1/DPYD/E2F1/EDC3/EDC4/EIF4A3/ELAVL1/ENPP4/ENTPD4/ENTPD6/ENTPD7/EPHX2/ERN1/EXOSC10/EXOSC3/EXOSC5/EXOSC6/EXOSC9/FASTK/FASTKD5/FBH1/FEN1/FHIT/FMR1/FTO/FUS/FXR2/GAS5/GDNF/GRSF1/GSK3A/GTPBP1/HINT1/HMOX1/HMOX2/HNRNPA0/HNRNPD/HNRNPM/HNRNPU/HPRT1/RIDA/HSF1/HSPA1A/HSPA1B/IGF2BP1/IGF2BP2/KCNQ1OT1/KHSRP/LARP1/LARP4B/LSM2/LSM4/LSM5/LSM6/LSM7/MAOA/MAPKAPK2/METTL3/MGAT1/MLH1/MOV10/MOXD1/MRTO4/MUS81/NCBP1/NSUN2/NT5C2/NT5E/NTHL1/NUDT1/NUDT10/NUDT11/NUDT16/NUDT19/NUDT5/OGG1/PABPC1/PABPC4/PAIP1/TENT2/PARN/PATL1/PDE12/PDE4D/PDE5A/PDE8B/PDE9A/PDXP/PHAX/PNP/POLR2D/POLR2G/POP1/PPP1R8/PRKCA/PRR5L/QDPR/RBM10/RBM24/RBM38/RC3H1/RC3H2/REXO4/RNASEH2A/RNASEH2B/RNASEH2C/RNH1/RNPS1/ROCK1/CNOT9/SAMD4A/SAMD4B/SAMHD1/SECISBP2/SIDT2/SLIRP/SMG5/SMG6/SMG7/SMG8/SMG9/SMPDL3A/SUCLG2/SUPV3L1/SYNCRIP/TBRG4/TDG/TET1/TET2/TIRAP/TNKS1BP1/TNRC6B/TOB1/TRAF2/TRAF5/TTC5/UPF1/UPP1/VCP/VIM/WDR82/PYM1/XRN1/XRN2/YBX1/YTHDF2/YTHDF3/ZC3H12A/ZC3H14/ZC3H18/ZC3H4/ZC3HAV1/TUT7/ZFP36/ZFP36L1/ZHX2/ZPR1",201
"GO:0018022","GO:0018022","peptidyl-lysine methylation","70/5588","131/16990",9.14735759258365e-07,6.67441678134724e-05,5.50722944715018e-05,"ARID4A/ARID4B/ASH1L/ASH2L/ATRX/AUTS2/BCOR/BEND3/BOD1/BRCA1/BRD4/CTCFL/CTNNB1/CTR9/DOT1L/EHMT1/EHMT2/EZH1/GFI1/MACROH2A1/HCFC1/HCFC2/H1-2/H1-3/H1-4/JARID2/KANSL3/KDM3A/KDM4A/MCRS1/MECP2/MEN1/EEF1AKMT3/MTF2/MYB/EEF1AKMT1/NCOA6/NFYA/NFYB/NFYC/NSD1/OGT/PAXIP1/PHF19/PIH1D1/PWP1/PYGO2/RTF1/SETD1A/SETD1B/SETD2/SETD3/SETD5/SETD6/KMT5A/SMARCB1/SMYD3/SMYD5/SUPT6H/SUV39H1/KMT5C/TET2/TRMT112/WDR5/WDR5B/SKIC8/WDR82/NSD2/ZNF274/ZNF335",70
"GO:0001841","GO:0001841","neural tube formation","59/5588","106/16990",1.09932104844722e-06,7.93010229038972e-05,6.54332719745618e-05,"ABL1/ARHGAP35/BBS4/BMP4/BMP7/BRD2/CASP3/CECR2/CELSR1/CITED2/DEAF1/DLC1/DVL1/DVL2/DVL3/GDF7/GLMN/HECTD1/HIF1A/IFT122/IFT172/IFT52/KAT2A/KDM2B/LMO4/LRP2/MED12/MIB1/MTHFD1/MTHFD1L/MTHFR/NOG/NPHP3/OPA1/PFN1/PRICKLE1/PRKACA/PRKACB/RARG/RGMA/SCRIB/SDC4/SEMA4C/SETD2/SFRP1/SKI/SOX4/STIL/STK3/STK4/SUFU/TCTN1/TGFB1/TMED2/TRAF6/TSC2/TULP3/TWIST1/VASP",59
"GO:0000070","GO:0000070","mitotic sister chromatid segregation","97/5588","197/16990",1.29724889273408e-06,9.25273704615271e-05,7.63466645800682e-05,"ACTB/ACTL6A/AKAP8/ANAPC5/ANAPC7/ARID1B/ARID2/ATRX/AURKB/BAZ1B/BCL7A/BCL7B/BCL7C/BIRC5/BOD1/BRD7/CCNB1/CDC16/CDC20/CDC6/CDCA5/CDCA8/CENPK/CHAMP1/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHMP7/CHTF8/DPF1/DPF2/DYNC1LI1/ESCO1/ESPL1/SLF2/GEN1/MACROH2A1/HNRNPU/IK/INCENP/INO80/KAT5/KATNB1/KIF18B/KIF22/KIF2C/KIF4A/KIF4B/KIFC1/KNTC1/KPNB1/MAD2L2/MAPRE1/MAU2/MIS12/NAA50/NCAPG2/NCAPH/NCAPH2/NSL1/NUDC/NUMA1/NUSAP1/PBRM1/PDS5A/PIBF1/PLK1/PPP2R1A/PSRC1/PTTG1/PTTG3P/RAN/RRS1/SEH1L/KMT5A/SMARCA4/SMARCA5/SMARCB1/SMARCC1/SMARCD1/SMARCE1/SMC1A/SMC3/SPAG5/SPC24/SPC25/TACC3/TRIP13/UBE2C/VPS4A/WRAP73/XRCC3/ZW10/ZWILCH/ZWINT",97
"GO:0000819","GO:0000819","sister chromatid segregation","109/5588","227/16990",1.40124904959344e-06,9.83062654929535e-05,8.11149764688317e-05,"ACTB/ACTL6A/AKAP8/ANAPC5/ANAPC7/ARID1B/ARID2/ATRX/AURKB/BAZ1B/BCL7A/BCL7B/BCL7C/BIRC5/BOD1/BRD7/CCNB1/CDC16/CDC20/CDC6/CDCA5/CDCA8/CENPK/CHAMP1/CHFR/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHMP7/CHTF8/CTCF/CTNNB1/DPF1/DPF2/DYNC1LI1/ESCO1/ESPL1/SLF2/FBXW7/FEN1/GEN1/MACROH2A1/HNRNPU/IK/INCENP/INO80/KAT5/KATNB1/KIF18B/KIF22/KIF2C/KIF4A/KIF4B/KIFC1/KNTC1/KPNB1/MAD2L2/MAPRE1/MAU2/MCMBP/MIS12/NAA50/NCAPG2/NCAPH/NCAPH2/NSL1/NUDC/NUMA1/NUSAP1/PBRM1/PDS5A/PIBF1/PLK1/PPP2R1A/PSRC1/PTTG1/PTTG3P/RAD51C/RAN/RMI2/RRS1/SEH1L/KMT5A/SFPQ/SMARCA4/SMARCA5/SMARCB1/SMARCC1/SMARCD1/SMARCE1/SMC1A/SMC3/SPAG5/SPC24/SPC25/STAG1/STAG3L4/TACC3/TOP2A/TRIP13/UBE2C/VPS4A/WRAP73/XRCC3/ZW10/ZWILCH/ZWINT",109
"GO:0072331","GO:0072331","signal transduction by p53 class mediator","85/5588","168/16990",1.40924230621594e-06,9.83062654929535e-05,8.11149764688317e-05,"ACER2/AKT1/ATAD5/ATR/ATRX/AURKB/BAG6/BAX/BCL3/BDKRB2/CASP2/YJU2/CD44/CDK5RAP3/CDKN1A/DDIT4/DDX5/DYRK2/E2F1/E2F2/EDA2R/EIF5A/FHIT/FOXM1/GTSE1/HEXIM1/HINT1/HNRNPK/IFI16/ING2/ING4/KAT5/MAP2K6/MAPKAPK5/MDM2/MDM4/MLF1/MSH2/MSX1/MTOR/MYBBP1A/MYC/MYO6/NBN/NDRG1/NOP2/NUPR1/PAXIP1/PDK2/PERP/PLA2R1/PLK2/PLK3/PMAIP1/POU4F1/POU4F2/PPM1D/PRMT5/PSMD10/PTTG1IP/RPL26/RPS15/RPS27L/RRS1/SESN2/KMT5A/SHISA5/SNAI2/SOX4/SPRED1/TAF9B/TFAP4/PIP4P1/TP53BP2/TP73/TRIAP1/TWIST1/URB2/USP10/USP2/USP28/USP7/ZMPSTE24/ZNF385A/ZNHIT1",85
"GO:0032543","GO:0032543","mitochondrial translation","66/5588","123/16990",1.52634853342805e-06,0.000105318048806536,8.69005755416247e-05,"AARS2/ALKBH1/AURKAIP1/C1QBP/EARS2/GADD45GIP1/GATC/GFM1/GFM2/IARS2/LARS2/MRPL57/MRPL1/MRPL11/MRPL12/MRPL14/MRPL15/MRPL20/MRPL23/MRPL27/MRPL28/MRPL3/MRPL30/MRPL33/MRPL35/MRPL36/MRPL37/MRPL38/MRPL4/MRPL40/MRPL41/MRPL44/MRPL46/MRPL47/MRPL49/MRPL51/MRPL52/MRPL53/MRPL54/MRPL9/MRPS10/MRPS11/MRPS12/MRPS15/MRPS16/MRPS18A/MRPS18B/MRPS2/MRPS23/MRPS25/MRPS35/MRPS5/MRPS7/MTG1/MTRF1/NGRN/GATB/QRSL1/RARS2/RMND1/RPUSD4/SHMT2/TACO1/TRUB2/TSFM/WARS2",66
"GO:0016032","GO:0016032","viral process","178/5588","405/16990",1.72152967455684e-06,0.000117508283592332,9.69590453943955e-05,"ADAR/ADARB1/GRK2/AGTR1/APOBEC3F/APOBEC3G/ARL8B/ATG12/ATG16L1/ATG16L2/BANF1/BCL2L1/BICD1/BSG/BST2/SHFL/TMEM250/CAV1/CAV2/CCNK/CCNT2/CD46/CD55/CDK9/CFL1/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHMP7/CNOT7/CR2/CSDE1/CTBP1/CTDP1/CTSB/DAG1/DDB1/DDX56/DDX6/DENR/DHX9/DPP4/DYNLT1/EEF1A1/EFNB3/EGFR/EIF2AK2/EIF2AK4/EIF3A/EIF3B/EIF3G/EPHA2/F11R/TASOR/FBXL2/FMR1/FURIN/GAS6/GFI1/GSK3A/HCFC1/HCFC2/HDAC1/HEXIM1/HMGB1/JPT2/HSP90AB1/HSPA1A/HSPA1B/HSPA8/HTATSF1/HYAL2/IFI16/IFIH1/IFITM1/CXCL8/ILF3/INPP5K/INSR/ITGA5/ITGB1/ITGB5/JUN/KPNA2/KPNA6/LAMP1/LAMP3/LARP1/LARP7/LDLR/LIG4/MAVS/MDFIC/MGAT1/MGAT2/MID2/MOGS/N4BP1/NCAM1/NFIA/PABPC1/PAIP1/PARD6A/PC/PCBP2/PDE12/PHB1/PPARA/PPIA/PPID/PRMT1/PROX1/PSMC3/PTBP1/HACD3/PTX3/PVR/NECTIN2/NECTIN4/RAB1B/RAB7A/RAD23A/RAN/RCC1/RPSA/RRP1B/SCARB2/SIVA1/SLC1A5/SLC20A2/SLC3A2/SLC7A1/SMARCA4/SMARCB1/SNF8/SNX3/SP1/SPCS1/SRPK1/SRPK2/ST3GAL1/ST3GAL3/ST6GAL1/STAU1/TARBP2/TFAP4/TFRC/TMEM39A/TMEM41B/TOP2A/TPCN2/TRIM13/TRIM14/TRIM25/TRIM28/TRIM5/TRIM59/TRIM6/TRIM8/TYRO3/UBP1/USF2/USP6NL/VAMP8/VAPB/VCP/VPS18/VPS37B/VPS37C/VPS4A/WWP2/YTHDC2/ZC3H12A/ZC3HAV1/ZDHHC9/ZFP36",178
