"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0061695","GO:0061695","transferase complex, transferring phosphorus-containing groups","135/5586","275/17401",2.7768761260563e-09,1.90847122845324e-07,1.27018831411953e-07,"ACVR1B/ACVR1C/ATG13/ATG14/ATXN7L3/BCCIP/CCNA2/CCNB1/CCND1/CCND2/CCND3/CCNE1/CCNF/CCNG1/CCNH/CCNI/CCNK/CCNL1/CCNL2/CCNT2/POLR1G/CDK12/CDK16/CDK4/CDK5/CDK5R1/CDK5R2/CDK6/CDK9/CDKN1A/CHRAC1/CHUK/CKS1B/CKS2/CNPPD1/CRCP/CSNK2A1/CSNK2B/CTR9/DAPK1/DBF4/DBF4B/ENY2/ERCC2/ERCC3/ERN1/GTF2A1/GTF2F1/GTF2H1/IGF1R/INSR/IRS1/KAT2A/MAD2L2/MCM3/MNAT1/MYO6/PAF1/PARD6A/PEX2/PFKL/PIK3C2B/PIK3CB/PIK3CD/PIK3R1/PIK3R5/POLA1/POLA2/POLD1/POLE/POLE4/POLR1A/POLR1B/POLR1C/POLR1D/POLR1E/POLR2A/POLR2B/POLR2D/POLR2E/POLR2F/POLR2G/POLR2H/POLR2I/POLR2J/POLR2L/POLR3A/POLR3B/POLR3D/POLR3E/POLR3F/POLR3G/POLR3GL/POLR3H/POLR3K/POLRMT/PRKAA2/PRKAB2/PRKACA/PRKACB/PRKAR1A/PRKAR1B/PRKAR2A/PRKAR2B/PRPS1/PRPS2/RECQL5/REV3L/RPAP2/RPRD1B/RTF1/SESN2/SMCR8/SOCS4/SUPT3H/TADA3/TAF13/TAF4/TAF4B/TAF5L/TAF6L/TAF7/TAF8/TAF9B/TBK1/TGFBR2/STING1/TRAF3/TRRAP/ULK1/USP22/VAC14/SKIC8/XRCC5/XRCC6",135
"GO:0000776","GO:0000776","kinetochore","81/5586","146/17401",4.1967733886387e-09,2.64396723484238e-07,1.75969971909588e-07,"ACTB/ACTL6A/ANAPC16/ARID2/AURKB/BIRC5/BOD1/BRD7/CBX5/CCNB1/CENPI/CENPK/CENPM/CENPN/CENPQ/CENPT/CENPV/CENPW/CFDP1/CHAMP1/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHMP7/DCTN1/DCTN4/DCTN5/DYNC1LI1/DYNLT3/ERCC6L/FBXO28/FBXW11/HJURP/HNRNPU/HSF1/INCENP/KAT5/KIF22/KIF2C/KNTC1/LRWD1/MEAF6/MIS12/MTBP/NSL1/NUDCD2/NUP107/NUP133/NUP85/NUP98/PBRM1/PHF2/PHF6/PLK1/PMF1/PSEN2/RANGAP1/RASSF2/SEC13/SEH1L/SIN3A/SKA1/SKA3/SMARCA4/SMARCB1/SMARCC1/SMARCD1/SMARCE1/SMC1A/SPAG5/SPC24/SPC25/SUMO3/TP53BP1/TRAPPC12/XPO1/ZW10/ZWILCH/ZWINT",81
"GO:0000228","GO:0000228","nuclear chromosome","118/5586","236/17401",7.13053002910433e-09,4.01439891385436e-07,2.67179432027623e-07,"ACTL6A/ACTR5/ANP32E/ARID4A/ARID4B/ATRX/BAZ1B/BIRC5/BRCA1/BRD4/BRMS1/BRMS1L/CARM1/CCNB1IP1/CDX2/CFDP1/CHMP1A/CHRAC1/CSNK2A1/DHX9/DMAP1/E2F1/EME1/EME2/EXOSC9/GINS1/GINS4/H2AX/MACROH2A1/HDAC1/H3C4/H3C10/H3C12/H4C4/H4C5/HNRNPU/HSPA2/HUS1/IK/INCENP/ING1/ING2/INO80/INO80D/INO80E/JUN/KAT5/LRWD1/MCM2/MCM3/MCM4/MCM6/MCM7/MCRS1/MLH1/MMS22L/MSH4/MUS81/NCAPG2/NCAPH/NCAPH2/NFRKB/NOL6/NUFIP1/OGT/ORC1/ORC3/PARP1/PBRM1/PHF12/PLK1/POLA1/POLA2/POLD1/POLE/POLE4/RAD50/RBBP4/RBBP7/RCC1/REPIN1/RPA1/RPA2/RPA4/RRS1/RUVBL1/RUVBL2/SAP30/SAP30L/SETD5/SIN3A/SIN3B/SIRT7/SMARCA5/SMARCAD1/SMARCAL1/SMARCB1/SMARCE1/SMC1A/SMC3/SRCAP/SUV39H1/SYCE1L/SYCP2/SYCP2L/SYN1/TERF2IP/TET1/TIMELESS/TOP1/TOP2A/TOPBP1/TRRAP/UBE2I/UCHL5/WDHD1/ZMIZ2/ZNHIT1",118
"GO:0000428","GO:0000428","DNA-directed RNA polymerase complex","61/5586","102/17401",7.43407206269326e-09,4.01439891385436e-07,2.67179432027623e-07,"ATXN7L3/CCNH/POLR1G/CRCP/CTR9/ENY2/ERCC2/ERCC3/GTF2A1/GTF2F1/GTF2H1/KAT2A/MCM3/MNAT1/MYO6/PAF1/PEX2/POLA1/POLA2/POLR1A/POLR1B/POLR1C/POLR1D/POLR1E/POLR2A/POLR2B/POLR2D/POLR2E/POLR2F/POLR2G/POLR2H/POLR2I/POLR2J/POLR2L/POLR3A/POLR3B/POLR3D/POLR3E/POLR3F/POLR3G/POLR3GL/POLR3H/POLR3K/POLRMT/RECQL5/RPAP2/RPRD1B/RTF1/SUPT3H/TADA3/TAF13/TAF4/TAF4B/TAF5L/TAF6L/TAF7/TAF8/TAF9B/TRRAP/USP22/SKIC8",61
"GO:0055029","GO:0055029","nuclear DNA-directed RNA polymerase complex","60/5586","100/17401",8.27097803716204e-09,4.16857293072967e-07,2.77440526439541e-07,"ATXN7L3/CCNH/POLR1G/CRCP/CTR9/ENY2/ERCC2/ERCC3/GTF2A1/GTF2F1/GTF2H1/KAT2A/MCM3/MNAT1/MYO6/PAF1/PEX2/POLA1/POLA2/POLR1A/POLR1B/POLR1C/POLR1D/POLR1E/POLR2A/POLR2B/POLR2D/POLR2E/POLR2F/POLR2G/POLR2H/POLR2I/POLR2J/POLR2L/POLR3A/POLR3B/POLR3D/POLR3E/POLR3F/POLR3G/POLR3GL/POLR3H/POLR3K/RECQL5/RPAP2/RPRD1B/RTF1/SUPT3H/TADA3/TAF13/TAF4/TAF4B/TAF5L/TAF6L/TAF7/TAF8/TAF9B/TRRAP/USP22/SKIC8",60
"GO:0030496","GO:0030496","midbody","96/5586","184/17401",1.18269569547277e-08,5.58823716110884e-07,3.71926672655253e-07,"AGAP2/AGBL5/ALKBH4/ANKRD54/ANXA11/ANXA2/ARL2BP/ARL3/ARL8B/ASPM/AURKB/BCL3/BIRC5/C9orf72/CAPG/CCDC124/CCDC69/CDC42/CDCA8/CELF2/CENPV/CEP44/CHAMP1/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHMP7/CPEB3/CRMP1/CTDP1/CYLD/DNM2/ERH/EXOC3/EXOC4/EXOC5/EXOC7/FAM50B/GDI1/GEM/GNAI2/HNRNPU/HSP90B1/HSPA5/INCENP/IQGAP1/JTB/KATNA1/KATNB1/KEAP1/KIF13A/KIF20A/KIF3B/KIF4A/LAP3/MBD5/MICAL1/MITD1/NAT10/NUDC/PDXP/PIK3CB/PITPNM1/PKN1/PKP4/PLK1/POLDIP2/PSRC1/RAB11FIP3/RAB8A/RALB/RAN/RAP2A/RCC2/RDX/RHOA/SAFB/SHCBP1/SIRT2/SLC2A1/SPAG5/SPAST/SSNA1/TTC19/TTLL12/TXNDC9/URB2/USP8/VPS37B/VPS4A/WIZ/YPEL5/ZFYVE26/ZNF330",96
"GO:0000793","GO:0000793","condensed chromosome","119/5586","243/17401",2.82510401217608e-08,1.2563403724736e-06,8.36160815987719e-07,"ACTB/ACTL6A/AKAP8/ANAPC16/ARID2/ATRX/AURKB/BANF1/BAZ1B/BIRC5/BOD1/BRCA1/BRD4/BRD7/CBX5/CCNB1/CCNB1IP1/CDX2/CEBPB/CENPB/CENPI/CENPK/CENPM/CENPN/CENPQ/CENPT/CENPV/CENPW/CFDP1/CHAMP1/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHMP7/CTCF/DCTN1/DCTN4/DCTN5/DYNC1LI1/DYNLT3/ERCC6L/FBXO28/FBXW11/H2AX/MACROH2A1/HJURP/HMGB1/HMGB2/HNRNPU/HSF1/HSPA2/HUS1/INCENP/KAT5/KIF22/KIF2C/KNTC1/LIG4/LRWD1/MEAF6/MIS12/MKI67/MLH1/MSH4/MTBP/NCAPG2/NCAPH/NCAPH2/NOL6/NSL1/NUDCD2/NUP107/NUP133/NUP85/NUP98/PBRM1/PHF2/PHF6/PLK1/PMF1/PSEN2/RAD50/RANGAP1/RASSF2/RCC1/RRS1/SEC13/SEH1L/SIN3A/SKA1/SKA3/SMARCA4/SMARCA5/SMARCB1/SMARCC1/SMARCD1/SMARCE1/SMC1A/SMC3/SPAG5/SPC24/SPC25/SUMO3/SUV39H1/SYCE1L/SYCP2/SYCP2L/SYN1/TOP2A/TOPBP1/TP53BP1/TRAPPC12/UBE2I/XPO1/ZW10/ZWILCH/ZWINT",119
"GO:0005925","GO:0005925","focal adhesion","184/5586","410/17401",3.08393019368608e-08,1.29525068134815e-06,8.62057679872482e-07,"ABCB4/ACTB/ACTG1/ACTN2/ACTN4/ACTR2/ADAM10/ADAM17/ADAM9/ADD1/AHNAK/AIF1L/ALCAM/ANXA1/ANXA5/ARHGAP31/ARHGEF2/ARHGEF7/ARMC5/ARPC1B/ARPC3/ASAP3/ATAT1/ATP6V0C/B2M/BCAR1/BSG/CAP1/CAPN1/CAPN2/CASK/CAT/CAV1/CAV2/CD44/CD46/CD59/CDC42/CFL1/CNN3/CORO1C/CORO2B/CPNE3/CSPG4/CSRP2/CTNNB1/CTTN/CYBA/DAB2/DAG1/DCAF6/DCTN4/DLC1/DNM2/DPP4/DST/EGFR/EPB41L5/EPHA2/FERMT1/FHL1/FLNC/FLOT2/FLRT2/FLRT3/G3BP1/GAK/GDI2/GIT1/GNA12/HMGA1/HNRNPK/HSP90B1/HSPA1A/HSPA1B/HSPA5/HSPA8/HSPB1/HSPG2/INPP5E/IQGAP1/IRF2/ITGA1/ITGA11/ITGA3/ITGA4/ITGA5/ITGA6/ITGA8/ITGB1/ITGB4/ITGB5/KLF11/L1CAM/LAMTOR3/LAP3/LASP1/LAYN/LCP1/LIMD1/LIMK1/LIMS1/LMO7/LPXN/LRP1/MAP4K4/MAPK1/MAPK3/MAPRE1/MAPRE2/MARCKS/MCAM/MPRIP/MPZL1/MRC2/MSN/MTF2/MYH9/NCSTN/NEXN/NHS/PABPC1/PAK4/PARVA/PCBP2/PDLIM7/PDPK1/PEAK1/PFN1/PGM5/PI4KA/PIP5K1A/PIP5K1C/PLAU/PLEC/PPFIA1/PPIA/PRKAR2A/PROCR/PTPN12/PVR/PXN/RAB10/RAC1/RDX/RHOA/RHOB/RHOU/RND3/RPL10A/RPL12/RPL3/RPL9/RPLP2/RPS15/RPS3A/RRAS/RRAS2/SCARB2/SCARF2/SDC4/SDCBP/SENP1/SLC4A2/SNAP23/SNTB1/SPRY4/SRP68/STARD8/STX16/SYNE2/TLE2/TPM4/TRPV4/TSPAN9/TWF1/USP33/VASP/VCL/VIM/YWHAB/YWHAE/YWHAG/YWHAQ",184
"GO:0030880","GO:0030880","RNA polymerase complex","61/5586","105/17401",3.42613489122606e-08,1.36324104092995e-06,9.07308852080919e-07,"ATXN7L3/CCNH/POLR1G/CRCP/CTR9/ENY2/ERCC2/ERCC3/GTF2A1/GTF2F1/GTF2H1/KAT2A/MCM3/MNAT1/MYO6/PAF1/PEX2/POLA1/POLA2/POLR1A/POLR1B/POLR1C/POLR1D/POLR1E/POLR2A/POLR2B/POLR2D/POLR2E/POLR2F/POLR2G/POLR2H/POLR2I/POLR2J/POLR2L/POLR3A/POLR3B/POLR3D/POLR3E/POLR3F/POLR3G/POLR3GL/POLR3H/POLR3K/POLRMT/RECQL5/RPAP2/RPRD1B/RTF1/SUPT3H/TADA3/TAF13/TAF4/TAF4B/TAF5L/TAF6L/TAF7/TAF8/TAF9B/TRRAP/USP22/SKIC8",61
"GO:0030055","GO:0030055","cell-substrate junction","187/5586","419/17401",3.92706065069741e-08,1.48442892596362e-06,9.87965784754401e-07,"ABCB4/ACTB/ACTG1/ACTN2/ACTN4/ACTR2/ADAM10/ADAM17/ADAM9/ADD1/AHNAK/AIF1L/ALCAM/ANXA1/ANXA5/ARHGAP31/ARHGEF2/ARHGEF7/ARMC5/ARPC1B/ARPC3/ASAP3/ATAT1/ATP6V0C/B2M/BCAR1/BSG/CAP1/CAPN1/CAPN2/CASK/CAT/CAV1/CAV2/CD44/CD46/CD59/CDC42/CFL1/CIB2/CNN3/COL17A1/CORO1C/CORO2B/CPNE3/CSPG4/CSRP2/CTNNB1/CTTN/CYBA/DAB2/DAG1/DCAF6/DCTN4/DLC1/DNM2/DPP4/DST/EGFR/EPB41L5/EPHA2/FERMT1/FHL1/FLNC/FLOT2/FLRT2/FLRT3/G3BP1/GAK/GDI2/GIT1/GNA12/HMGA1/HNRNPK/HSP90B1/HSPA1A/HSPA1B/HSPA5/HSPA8/HSPB1/HSPG2/INPP5E/IQGAP1/IRF2/ITGA1/ITGA11/ITGA3/ITGA4/ITGA5/ITGA6/ITGA8/ITGB1/ITGB4/ITGB5/KLF11/L1CAM/LAMA3/LAMTOR3/LAP3/LASP1/LAYN/LCP1/LIMD1/LIMK1/LIMS1/LMO7/LPXN/LRP1/MAP4K4/MAPK1/MAPK3/MAPRE1/MAPRE2/MARCKS/MCAM/MPRIP/MPZL1/MRC2/MSN/MTF2/MYH9/NCSTN/NEXN/NHS/PABPC1/PAK4/PARVA/PCBP2/PDLIM7/PDPK1/PEAK1/PFN1/PGM5/PI4KA/PIP5K1A/PIP5K1C/PLAU/PLEC/PPFIA1/PPIA/PRKAR2A/PROCR/PTPN12/PVR/PXN/RAB10/RAC1/RDX/RHOA/RHOB/RHOU/RND3/RPL10A/RPL12/RPL3/RPL9/RPLP2/RPS15/RPS3A/RRAS/RRAS2/SCARB2/SCARF2/SDC4/SDCBP/SENP1/SLC4A2/SNAP23/SNTB1/SPRY4/SRP68/STARD8/STX16/SYNE2/TLE2/TPM4/TRPV4/TSPAN9/TWF1/USP33/VASP/VCL/VIM/YWHAB/YWHAE/YWHAG/YWHAQ",187
"GO:0036464","GO:0036464","cytoplasmic ribonucleoprotein granule","115/5586","235/17401",5.04391899158878e-08,1.81581083697196e-06,1.20851793382428e-06,"ACTB/APOBEC3F/APOBEC3G/ARC/BMAL1/ATXN2/BTBD1/BTBD2/C9orf72/CAPRIN1/CARHSP1/CASC3/CDC42/CDK9/CELF1/CHTOP/CIRBP/CNOT7/CPEB1/CSDE1/DCP1A/DCP2/DDX1/DDX19A/DDX6/DHX9/EDC3/EDC4/EIF3B/EIF4G1/ELAVL1/FMR1/FXR2/G3BP1/GHR/HNRNPK/HNRNPU/HOXD10/IGF2BP1/IGF2BP2/INA/IQGAP1/KHNYN/KPNB1/LARP1/LARP1B/LARP4B/LIG4/LIMD1/LSM14A/LSM2/LSM3/LSM4/LSM6/MAPT/MBNL1/MEX3B/MOV10/NCL/NFKBIZ/NSUN2/NUFIP2/NXF1/NYNRIN/PABPC1/PABPC1L/PABPC3/PABPC4/PABPC4L/PATL1/PMS2/POLDIP3/POLI/POLR2D/POLR2G/PQBP1/PRKAA2/PSMA2/PSMA4/PSMC2/PSMC3/RAC1/RBM4/RBPMS/RC3H1/RC3H2/ROCK1/RPTOR/SAMD4A/SAMD4B/SARNP/SHB/STAU1/SYNE1/TAF5L/TIA1/TNRC6B/TOP1/TRIM25/TRIM5/TUBA1A/TUBB/UBAP2/UBAP2L/UPF1/VCP/WTIP/XRN1/YBX1/YTHDF2/YTHDF3/ZC3H12A/ZFAND1/ZFP36/ZFP36L1",115
"GO:0010494","GO:0010494","cytoplasmic stress granule","50/5586","82/17401",6.87061062241235e-08,2.36099165024715e-06,1.57136453469526e-06,"ATXN2/C9orf72/CAPRIN1/CASC3/CELF1/CIRBP/CSDE1/DDX1/DDX19A/DDX6/EIF3B/EIF4G1/ELAVL1/FMR1/G3BP1/HNRNPK/IGF2BP1/IGF2BP2/KPNB1/LARP1/LARP1B/LARP4B/LSM14A/MBNL1/MOV10/NUFIP2/NXF1/PABPC1/PABPC1L/PABPC3/PABPC4/PABPC4L/PQBP1/PRKAA2/RBM4/RBPMS/RC3H1/RC3H2/ROCK1/RPTOR/STAU1/TIA1/TRIM25/UBAP2L/VCP/YBX1/YTHDF2/YTHDF3/ZFAND1/ZFP36",50
"GO:0001726","GO:0001726","ruffle","88/5586","170/17401",7.59328479085182e-08,2.4539112656358e-06,1.63320744218033e-06,"ABL1/ADAM17/AIF1L/AKT2/AMOT/ARAP3/ARF4/ARFIP2/ARHGAP18/ARHGEF2/ARHGEF4/ARHGEF7/ASAP3/ATP6V1B2/BAIAP2/BCAR1/CAPG/CDK6/CDKL5/CFL1/CLCN3/CORO1C/CSPG4/CTTN/CYTH3/DBNL/DIAPH1/DLC1/DNM2/EEF1A1/EGFR/EPB41L5/EPHA2/EPS8/FERMT1/FRMD4B/FSCN1/INPP5E/INPP5J/INPP5K/IQGAP1/ITGA5/ITGB1/ITGB1BP1/KSR1/LAYN/LCP1/MACF1/MTMR6/MYADM/MYH9/MYO1C/MYO5A/MYO6/NF2/NME1/NME2/PACSIN1/PARD6A/PDE9A/PDLIM7/PDXP/PIP5K1A/PIP5K1C/PPP1R9B/PSD3/PTPRJ/RAB22A/RAB5A/RAC1/RASA1/RASGRP2/RHOA/RINL/ROCK1/S100A11/SH2D3C/SH3YL1/SLC9A3R1/SPRY2/SPRY4/THEM4/TIRAP/TRPM7/TRPV4/TWF1/WASF2/WIPF1",88
"GO:0000775","GO:0000775","chromosome, centromeric region","112/5586","229/17401",7.7901944940819e-08,2.4539112656358e-06,1.63320744218033e-06,"ACTB/ACTL6A/ANAPC16/ARID2/ATRX/AURKB/BAZ1B/BIRC5/BOD1/BRD7/CBX1/CBX5/CCNB1/CDCA5/CDCA8/CEBPB/CENPB/CENPI/CENPK/CENPM/CENPN/CENPQ/CENPT/CENPV/CENPW/CFDP1/CHAMP1/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHMP7/CHRAC1/CTCF/DAXX/DCTN1/DCTN4/DCTN5/DYNC1LI1/DYNLT3/ERCC6L/FBXO28/FBXW11/FMR1/MACROH2A1/HELLS/H2BC11/H4C4/H4C5/HJURP/HNRNPU/HSF1/INCENP/KAT5/KDM4A/KIF22/KIF2C/KNTC1/LRWD1/MEAF6/MIS12/MTBP/NGDN/NSL1/NUDCD2/NUP107/NUP133/NUP85/NUP98/PBRM1/PDS5A/PHF2/PHF6/PLK1/PMF1/PPP2CA/PPP2R1A/PSEN2/RANGAP1/RASSF2/RCC2/SEC13/SEH1L/SIN3A/SIRT6/SKA1/SKA3/SMARCA4/SMARCA5/SMARCB1/SMARCC1/SMARCD1/SMARCE1/SMC1A/SMC3/SPAG5/SPC24/SPC25/STAG1/SUMO3/SUV39H1/SYCP2L/TOP2A/TP53BP1/TRAPPC12/XPO1/ZNF330/ZNF618/ZW10/ZWILCH/ZWINT",112
"GO:0005681","GO:0005681","spliceosomal complex","94/5586","185/17401",8.85207705834485e-08,2.67686810244348e-06,1.78159698269004e-06,"ADAR/ALYREF/API5/C9orf78/CASC3/CCDC12/CIRBP/CLNS1A/CTNNBL1/CWC15/CWF19L1/DDX23/DDX5/DHX15/DHX16/DHX38/EFTUD2/EIF4A3/FRG1/GCFC2/GPKOW/HNRNPA3/HNRNPF/HNRNPK/HNRNPM/HNRNPR/HNRNPU/HSPA8/HTATSF1/IK/IVNS1ABP/LSM2/LSM3/LSM4/LSM5/LSM6/LSM7/LUC7L2/LUC7L3/NCL/PABPC1/PDCD7/PLRG1/PNN/PPIL1/PPIL2/PPP1R8/PRPF19/PRPF3/PRPF38A/PRPF39/PRPF4/PRPF40B/PRPF6/PRPF8/PTBP2/RALY/RBM17/RBM22/RBM28/RBM3/RBM8A/RBMX/RNF113A/RNPC3/SF1/SF3A1/SF3A3/SF3B1/SF3B2/SF3B3/SF3B4/SMU1/SNRNP200/SNRNP25/SNRNP40/SNRNP48/SNRNP70/SNRPB/SNRPC/SNRPD1/SNRPD2/SNRPD3/SYNCRIP/TFIP11/TTF2/TXNL4B/U2AF1/U2AF2/UPF1/USP39/WAC/YBX1/ZMAT2",94
"GO:0005759","GO:0005759","mitochondrial matrix","194/5586","442/17401",9.94996770711784e-08,2.89314445637734e-06,1.92554030931268e-06,"AASS/ABAT/ABCE1/ACAD10/ACADL/ACADS/ACADSB/ACADVL/ACO2/ACSF2/ACSS1/ACSS2/AK3/AK4/ALDH1B1/ALDH1L2/ALDH7A1/AMT/ARG2/ARL2BP/ATAD3A/ATG4D/ATXN3/AUH/AURKAIP1/BCAT2/BCKDHA/BCKDK/BCL2L1/BOLA3/MYG1/C1QBP/CARS2/CBR4/CCNB1/CLPP/COASY/COQ5/CPS1/CS/DBT/DDX28/DHRS2/DHTKD1/DHX30/DLAT/DLD/DLST/DNA2/DNAJA3/EARS2/ECHS1/ERAL1/ETFB/ETHE1/FASTK/FASTKD5/FXN/GADD45GIP1/GCDH/GFM1/GFM2/GLDC/GLRX2/GLUD1/GLUD2/GOT2/GPX1/GRPEL1/GRSF1/GSR/GUF1/HIBADH/HIBCH/HMGCL/HSD17B10/HSD17B8/HSPA1L/HSPE1/IARS2/IBA57/IDH2/IDH3B/ISCU/IVD/KARS1/LARS2/LRRC59/LYRM4/LYRM7/MCAT/MCCC1/MCCC2/MCEE/MMAB/MRPL1/MRPL11/MRPL12/MRPL14/MRPL15/MRPL20/MRPL23/MRPL27/MRPL28/MRPL3/MRPL30/MRPL33/MRPL35/MRPL36/MRPL37/MRPL38/MRPL4/MRPL40/MRPL41/MRPL44/MRPL45/MRPL46/MRPL47/MRPL49/MRPL51/MRPL52/MRPL53/MRPL54/MRPL9/MRPS10/MRPS11/MRPS12/MRPS15/MRPS16/MRPS18A/MRPS18B/MRPS2/MRPS23/MRPS25/MRPS35/MRPS5/MRPS7/MRRF/MTG1/MTHFD1L/NDUFAB1/NDUFB8/NDUFS2/NDUFS3/NDUFS7/NDUFS8/NMNAT3/NUDT1/OAT/OGDH/OGG1/OXCT1/PARK7/PC/PCCA/PCK2/PDE12/PDHA1/PDK1/PDK2/PDK4/PDP1/PDP2/PITRM1/PMPCA/POLDIP2/POLRMT/PPIF/PRDX3/PTPN1/PUS1/PYROXD2/QARS1/RARS2/RPUSD4/SHMT2/SIRT5/SOD1/STYXL1/SUCLG2/SUPV3L1/TBRG4/TFAM/TFB1M/THEM4/TRAP1/TRIT1/TRUB2/TSFM/TTC5/TXN2/TYMS/VDAC1/WARS2",194
"GO:0034399","GO:0034399","nuclear periphery","75/5586","140/17401",1.11237769036891e-07,3.11465753303295e-06,2.07296895125278e-06,"ACTB/ACTL6A/AKAP8/ALOX5/ANXA2/ARID2/ATN1/ATXN3/BASP1/BRD7/CAD/CASK/CEBPB/CENPW/CFL1/CHMP1A/DAG1/DCAF7/EBNA1BP2/EIF6/ENC1/FIGN/GFI1/HES1/HLCS/HLTF/HNRNPM/HNRNPU/IFFO1/KIF4A/KIF4B/KIN/LMNB1/LMNB2/MAEA/MAPT/MATR3/MEN1/MORC3/MYB/NARF/NONO/NUFIP1/NUMA1/NUP107/NUP205/NUP93/NUP98/OGG1/PAXIP1/PBRM1/PHACTR3/PIAS4/POLA1/RUVBL1/RUVBL2/SFPQ/SMARCA4/SMARCB1/SMARCC1/SMARCD1/SMARCE1/SMC1A/SMC3/SPTBN4/SRPK1/STAG1/SUV39H1/TELO2/TEP1/THOC1/UHRF1/VIM/ZNF326/ZNF703",75
"GO:1904949","GO:1904949","ATPase complex","53/5586","90/17401",1.4445936130334e-07,3.90040275519018e-06,2.59592386101491e-06,"ACTB/ACTL6A/ACTR5/ANP32E/ARID1B/ARID2/BAZ1B/BCL7A/BCL7B/BCL7C/BRD7/CECR2/CFDP1/CHD4/CHRAC1/CSNK2A1/DDX21/DMAP1/DPF1/DPF2/GATAD2A/GATAD2B/HDAC1/INO80/INO80D/INO80E/KAT5/MBD2/MBD3/MCRS1/MTA2/MYBBP1A/NFRKB/PBRM1/RBBP4/RBBP7/RUVBL1/RUVBL2/SF3B1/SMARCA1/SMARCA4/SMARCA5/SMARCB1/SMARCC1/SMARCD1/SMARCE1/SRCAP/SS18/TRRAP/UCHL5/VCP/VPS4A/ZNHIT1",53
"GO:0000502","GO:0000502","proteasome complex","38/5586","58/17401",1.77059296946791e-07,4.6157527066129e-06,3.07202700328734e-06,"ADRM1/HSPB1/PAAF1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA7/PSMB1/PSMB10/PSMB2/PSMB3/PSMB4/PSMB5/PSMB6/PSMB7/PSMC2/PSMC3/PSMC4/PSMC5/PSMD1/PSMD10/PSMD11/PSMD14/PSMD2/PSMD3/PSMD6/PSMD8/PSMD9/PSME1/PSME3/PSMF1/RAD23A/RAD23B/UBE3C/UCHL5/USP14/VCP",38
"GO:0070603","GO:0070603","SWI/SNF superfamily-type complex","51/5586","87/17401",3.01942249053458e-07,7.60894467614713e-06,5.06415421219483e-06,"ACTB/ACTL6A/ACTR5/ANP32E/ARID1B/ARID2/BAZ1B/BCL7A/BCL7B/BCL7C/BRD7/CECR2/CFDP1/CHD4/CHRAC1/CSNK2A1/DDX21/DMAP1/DPF1/DPF2/GATAD2A/GATAD2B/HDAC1/INO80/INO80D/INO80E/KAT5/MBD2/MBD3/MCRS1/MTA2/MYBBP1A/NFRKB/PBRM1/RBBP4/RBBP7/RUVBL1/RUVBL2/SF3B1/SMARCA1/SMARCA4/SMARCA5/SMARCB1/SMARCC1/SMARCD1/SMARCE1/SRCAP/SS18/TRRAP/UCHL5/ZNHIT1",51
"GO:1905369","GO:1905369","endopeptidase complex","47/5586","80/17401",7.97496896602964e-07,1.88732062049721e-05,1.25611146838996e-05,"ADRM1/CAPN2/CAPNS1/CASP2/GPAA1/HSPB1/PAAF1/PIGK/PIGT/PIGU/PLAU/PSMA1/PSMA2/PSMA3/PSMA4/PSMA7/PSMB1/PSMB10/PSMB2/PSMB3/PSMB4/PSMB5/PSMB6/PSMB7/PSMC2/PSMC3/PSMC4/PSMC5/PSMD1/PSMD10/PSMD11/PSMD14/PSMD2/PSMD3/PSMD6/PSMD8/PSMD9/PSME1/PSME3/PSMF1/RAD23A/RAD23B/THBD/UBE3C/UCHL5/USP14/VCP",47
"GO:0000932","GO:0000932","P-body","51/5586","89/17401",7.9886587110993e-07,1.88732062049721e-05,1.25611146838996e-05,"APOBEC3F/APOBEC3G/BTBD1/BTBD2/C9orf72/CAPRIN1/CARHSP1/CNOT7/CPEB1/CSDE1/DCP1A/DCP2/DDX6/EDC3/EDC4/ELAVL1/IGF2BP1/IGF2BP2/LIMD1/LSM14A/LSM2/LSM3/LSM4/LSM6/MEX3B/MOV10/PATL1/POLR2D/POLR2G/PSMA2/PSMA4/PSMC2/PSMC3/RBPMS/RC3H1/RC3H2/SAMD4A/SAMD4B/SYNE1/TNRC6B/TOP1/TRIM5/UBAP2/UPF1/WTIP/XRN1/YTHDF2/YTHDF3/ZC3H12A/ZFP36/ZFP36L1",51
